|6.6.6
PYR-Ringwood88_2.tab                                                                                
           2
T(K)    
   400.00360000000001     
   19.999960000020000     
         181
P(bar)  
   15001.334999999999     
   5114.9322988556905     
         262
           8
T(K)           P(bar)         rho,kg/m3      alpha,1/K      cp,J/K/kg      vp,km/s        vs,km/s        h,J/kg        
  560.0033       894769.7       5364.036      0.1104732E-04   942.5914       13.26562       7.182813       6275986.    
  580.0032       894769.7       5362.842      0.1121571E-04   956.4984       13.26253       7.179699       6294979.    
  600.0032       894769.7       5361.631      0.1137156E-04   969.3280       13.25940       7.176539       6314239.    
  620.0032       894769.7       5360.404      0.1151610E-04   981.1847       13.25624       7.173336       6333746.    
  640.0031       894769.7       5359.162      0.1165042E-04   992.1620       13.25303       7.170093       6353480.    
  660.0031       894769.7       5357.907      0.1177547E-04   1002.343       13.24978       7.166812       6373427.    
  680.0030       894769.7       5356.639      0.1189213E-04   1011.802       13.24651       7.163497       6393569.    
  700.0030       894769.7       5355.359      0.1200117E-04   1020.606       13.24320       7.160148       6413894.    
  720.0030       894769.7       5354.068      0.1210328E-04   1028.814       13.23986       7.156769       6434389.    
  740.0029       894769.7       5352.767      0.1219907E-04   1036.479       13.23649       7.153360       6455043.    
  760.0029       894769.7       5351.456      0.1228912E-04   1043.648       13.23310       7.149924       6475845.    
  780.0028       894769.7       5350.137      0.1237390E-04   1050.365       13.22969       7.146462       6496786.    
  800.0028       894769.7       5348.808      0.1245388E-04   1056.668       13.22625       7.142975       6517856.    
  820.0028       894769.7       5347.472      0.1252944E-04   1062.592       13.22279       7.139465       6539050.    
  840.0027       894769.7       5346.129      0.1260097E-04   1068.167       13.21930       7.135933       6560358.    
  860.0027       894769.7       5344.778      0.1266877E-04   1073.422       13.21580       7.132379       6581774.    
  880.0026       894769.7       5343.420      0.1273316E-04   1078.382       13.21228       7.128805       6603292.    
  900.0026       894769.7       5342.056      0.1279440E-04   1083.071       13.20874       7.125211       6624907.    
  920.0026       894769.7       5340.686      0.1285274E-04   1087.509       13.20519       7.121599       6646613.    
  940.0025       894769.7       5339.311      0.1290839E-04   1091.715       13.20162       7.117968       6668406.    
  960.0025       894769.7       5337.930      0.1296156E-04   1095.707       13.19803       7.114321       6690280.    
  980.0024       894769.7       5336.543      0.1301242E-04   1099.501       13.19443       7.110657       6712233.    
  1000.002       894769.7       5335.152      0.1306116E-04   1103.110       13.19081       7.106977       6734259.    
  1020.002       894769.7       5333.756      0.1310792E-04   1106.548       13.18718       7.103281       6756356.    
  1040.002       894769.7       5332.356      0.1315284E-04   1109.827       13.18354       7.099571       6778519.    
  1060.002       894769.7       5330.951      0.1319604E-04   1112.958       13.17988       7.095846       6800747.    
  1080.002       894769.7       5329.542      0.1323766E-04   1115.951       13.17622       7.092107       6823037.    
  1100.002       894769.7       5328.129      0.1327779E-04   1118.816       13.17254       7.088354       6845384.    
  1120.002       894769.7       5326.712      0.1331653E-04   1121.560       13.16884       7.084588       6867788.    
  1140.002       894769.7       5325.291      0.1335398E-04   1124.191       13.16514       7.080809       6890246.    
  1160.002       894769.7       5323.867      0.1339022E-04   1126.718       13.16143       7.077018       6912755.    
  1180.002       894769.7       5322.440      0.1342532E-04   1129.146       13.15770       7.073214       6935314.    
  1200.002       894769.7       5321.009      0.1345937E-04   1131.481       13.15397       7.069399       6957920.    
  1220.002       894769.7       5319.575      0.1349242E-04   1133.730       13.15022       7.065571       6980572.    
  1240.002       894769.7       5318.138      0.1352454E-04   1135.898       13.14647       7.061732       7003269.    
  1260.002       894769.7       5316.698      0.1355578E-04   1137.989       13.14270       7.057882       7026007.    
  1280.002       894769.7       5315.256      0.1358620E-04   1140.008       13.13893       7.054020       7048787.    
  1300.002       894769.7       5313.810      0.1361585E-04   1141.960       13.13515       7.050148       7071607.    
  1320.002       894769.7       5312.361      0.1364476E-04   1143.847       13.13136       7.046266       7094465.    
  1340.002       894769.7       5310.910      0.1367300E-04   1145.675       13.12756       7.042372       7117361.    
  1360.002       894769.7       5309.457      0.1370059E-04   1147.446       13.12375       7.038469       7140292.    
  1380.002       894769.7       5308.001      0.1372757E-04   1149.163       13.11993       7.034555       7163258.    
  1400.002       894769.7       5306.542      0.1375397E-04   1150.830       13.11611       7.030631       7186258.    
  1420.002       894769.7       5305.081      0.1377983E-04   1152.448       13.11227       7.026697       7209291.    
  1440.002       894769.7       5303.618      0.1380518E-04   1154.022       13.10843       7.022754       7232355.    
  1460.001       894769.7       5302.153      0.1383005E-04   1155.553       13.10458       7.018801       7255451.    
  1480.001       894769.7       5300.685      0.1385446E-04   1157.043       13.10073       7.014839       7278577.    
  1500.001       894769.7       5299.215      0.1387844E-04   1158.494       13.09686       7.010867       7301732.    
  1520.001       894769.7       5294.694      0.1375810E-04   1159.439       13.10343       7.025353       7335818.    
  1540.001       894769.7       5293.236      0.1378106E-04   1160.809       13.09951       7.021352       7359020.    
  1560.001       894769.7       5291.776      0.1380366E-04   1162.145       13.09558       7.017342       7382250.    
  1580.001       894769.7       5290.314      0.1382591E-04   1163.450       13.09165       7.013323       7405506.    
  1600.001       894769.7       5288.850      0.1384785E-04   1164.726       13.08770       7.009295       7428787.    
  1620.001       894769.7       5287.384      0.1386947E-04   1165.973       13.08376       7.005259       7452094.    
  1640.001       894769.7       5285.917      0.1389081E-04   1167.194       13.07980       7.001213       7475426.    
  1660.001       894769.7       5284.447      0.1391186E-04   1168.390       13.07584       6.997159       7498782.    
  1680.001       894769.7       5282.976      0.1393266E-04   1169.561       13.07187       6.993096       7522161.    
  1700.001       894769.7       5281.503      0.1395320E-04   1170.709       13.06789       6.989025       7545564.    
  1720.001       894769.7       5280.028      0.1397351E-04   1171.834       13.06391       6.984945       7568989.    
  1740.001       894769.7       5278.552      0.1399360E-04   1172.939       13.05992       6.980856       7592437.    
  1760.001       894769.7       5277.074      0.1401347E-04   1174.024       13.05592       6.976760       7615907.    
  1780.001       894769.7       5275.594      0.1403314E-04   1175.090       13.05192       6.972654       7639398.    
  1800.001       894769.7       5274.113      0.1405261E-04   1176.137       13.04791       6.968541       7662910.    
  1820.001       894769.7       5272.629      0.1407190E-04   1177.168       13.04389       6.964419       7686443.    
  1840.001       894769.7       5271.145      0.1409102E-04   1178.181       13.03987       6.960288       7709996.    
  1860.001       894769.7       5269.658      0.1410997E-04   1179.179       13.03584       6.956150       7733570.    
  1880.001       894769.7       5268.171      0.1412877E-04   1180.161       13.03181       6.952003       7757163.    
  1900.001       894769.7       5266.681      0.1414741E-04   1181.129       13.02777       6.947848       7780776.    
  1920.001       894769.7       5265.190      0.1416592E-04   1182.083       13.02372       6.943685       7804408.    
  1940.001       894769.7       5263.698      0.1418429E-04   1183.024       13.01967       6.939514       7828059.    
  1960.000       894769.7       5262.204      0.1420253E-04   1183.952       13.01561       6.935335       7851729.    
  1980.000       894769.7       5260.708      0.1422064E-04   1184.867       13.01155       6.931147       7875417.    
  2000.000       894769.7       5259.211      0.1423864E-04   1185.772       13.00747       6.926952       7899123.    
  2020.000       894769.7       5257.713      0.1425653E-04   1186.665       13.00340       6.922748       7922848.    
  2040.000       894769.7       5256.213      0.1427432E-04   1187.547       12.99931       6.918536       7946590.    
  2060.000       894769.7       5254.712      0.1429201E-04   1188.419       12.99522       6.914317       7970349.    
  2080.000       894769.7       5244.109      0.1399851E-04   1187.797       12.97191       6.867541       8019049.    
  2100.000       894769.7       5242.640      0.1401568E-04   1188.630       12.96780       6.863365       8042813.    
  2120.000       894769.7       5241.170      0.1403278E-04   1189.455       12.96369       6.859181       8066594.    
  2140.000       894769.7       5239.698      0.1404979E-04   1190.271       12.95957       6.854989       8090391.    
  2160.000       894769.7       5238.225      0.1406673E-04   1191.079       12.95545       6.850789       8114205.    
  2180.000       894769.7       5236.751      0.1408361E-04   1191.879       12.95132       6.846582       8138034.    
  2200.000       894769.7       5235.275      0.1410041E-04   1192.671       12.94718       6.842367       8161880.    
  2220.000       894769.7       5233.798      0.1411716E-04   1193.456       12.94304       6.838144       8185741.    
  2240.000       894769.7       5232.320      0.1413384E-04   1194.234       12.93889       6.833914       8209618.    
  2260.000       894769.7       5230.840      0.1415047E-04   1195.005       12.93474       6.829676       8233510.    
  2280.000       894769.7       5229.359      0.1416705E-04   1195.770       12.93058       6.825430       8257418.    
  2300.000       894769.7       5227.877      0.1418357E-04   1196.529       12.92641       6.821177       8281341.    
  2320.000       894769.7       5226.393      0.1420005E-04   1197.282       12.92224       6.816915       8305279.    
  2340.000       894769.7       5224.908      0.1421649E-04   1198.029       12.91807       6.812646       8329232.    
  2360.000       894769.7       5223.422      0.1423288E-04   1198.771       12.91388       6.808370       8353200.    
  2380.000       894769.7       5221.934      0.1424924E-04   1199.508       12.90969       6.804085       8377183.    
  2400.000       894769.7       5220.446      0.1426556E-04   1200.239       12.90550       6.799793       8401180.    
  2420.000       894769.7       5218.955      0.1428184E-04   1200.966       12.90130       6.795493       8425192.    
  2440.000       894769.7       5217.464      0.1429810E-04   1201.688       12.89710       6.791185       8449219.    
  2459.999       894769.7       5215.971      0.1431432E-04   1202.406       12.89289       6.786870       8473259.    
  2479.999       894769.7       5214.478      0.1433052E-04   1203.120       12.88867       6.782547       8497315.    
  2499.999       894769.7       5212.982      0.1434669E-04   1203.829       12.88445       6.778216       8521384.    
  2519.999       894769.7       5211.486      0.1436284E-04   1204.535       12.88022       6.773877       8545468.    
  2539.999       894769.7       5209.988      0.1437896E-04   1205.237       12.87599       6.769531       8569565.    
  2559.999       894769.7       5208.489      0.1439507E-04   1205.935       12.87175       6.765176       8593677.    
  2579.999       894769.7       5206.989      0.1441116E-04   1206.630       12.86750       6.760814       8617803.    
  2599.999       894769.7       5205.488      0.1442723E-04   1207.322       12.86325       6.756444       8641942.    
  2619.999       894769.7       5203.985      0.1444329E-04   1208.011       12.85899       6.752066       8666095.    
  2639.999       894769.7       5202.481      0.1445934E-04   1208.696       12.85473       6.747681       8690262.    
  2659.999       894769.7       5200.976      0.1447537E-04   1209.379       12.85046       6.743287       8714443.    
  2679.999       894769.7       5199.470      0.1449140E-04   1210.059       12.84619       6.738886       8738637.    
  2699.999       894769.7       5197.962      0.1450741E-04   1210.736       12.84191       6.734477       8762845.    
  2719.999       894769.7       5196.454      0.1452342E-04   1211.411       12.83763       6.730060       8787067.    
  2739.999       894769.7       5194.944      0.1453942E-04   1212.084       12.83334       6.725634       8811302.    
  2759.999       894769.7       5193.432      0.1455542E-04   1212.754       12.82904       6.721201       8835550.    
  2779.999       894769.7       5191.920      0.1457142E-04   1213.422       12.82474       6.716760       8859812.    
  2799.999       894769.7       5190.406      0.1458741E-04   1214.088       12.82043       6.712311       8884087.    
  2819.999       894769.7       5188.891      0.1460341E-04   1214.752       12.81612       6.707855       8908375.    
  2839.999       894769.7       5187.375      0.1461940E-04   1215.414       12.81180       6.703390       8932677.    
  2859.999       894769.7       5185.858      0.1463539E-04   1216.074       12.80747       6.698917       8956991.    
  2879.999       894769.7       5184.339      0.1465139E-04   1216.733       12.80314       6.694436       8981319.    
  2899.999       894769.7       5182.820      0.1466739E-04   1217.390       12.79881       6.689946       9005661.    
  2919.999       894769.7       5181.299      0.1468340E-04   1218.045       12.79446       6.685449       9030015.    
  2939.999       894769.7       5179.777      0.1469941E-04   1218.699       12.79012       6.680944       9054382.    
  2959.998       894769.7       5178.253      0.1471543E-04   1219.352       12.78576       6.676431       9078763.    
  2979.998       894769.7       5176.729      0.1473146E-04   1220.003       12.78140       6.671909       9103156.    
  2999.998       894769.7       5175.203      0.1474749E-04   1220.653       12.77704       6.667379       9127563.    
  3019.998       894769.7       5173.676      0.1476354E-04   1221.302       12.77267       6.662841       9151982.    
  3039.998       894769.7       5172.148      0.1477959E-04   1221.950       12.76829       6.658295       9176415.    
  3059.998       894769.7       5170.618      0.1479566E-04   1222.597       12.76391       6.653741       9200860.    
  3079.998       894769.7       5169.087      0.1481174E-04   1223.243       12.75952       6.649178       9225318.    
  3099.998       894769.7       5167.556      0.1482783E-04   1223.888       12.75512       6.644607       9249790.    
  3119.998       894769.7       5166.023      0.1484393E-04   1224.532       12.75072       6.640028       9274274.    
  3139.998       894769.7       5164.488      0.1486005E-04   1225.176       12.74632       6.635440       9298771.    
  3159.998       894769.7       5162.953      0.1487619E-04   1225.819       12.74191       6.630844       9323281.    
  3179.998       894769.7       5161.416      0.1489234E-04   1226.461       12.73749       6.626240       9347804.    
  3199.998       894769.7       5159.878      0.1490850E-04   1227.102       12.73306       6.621627       9372339.    
  3219.998       894769.7       5158.339      0.1492469E-04   1227.743       12.72863       6.617006       9396887.    
  3239.998       894769.7       5156.799      0.1494089E-04   1228.384       12.72420       6.612377       9421449.    
  3259.998       894769.7       5155.257      0.1495711E-04   1229.024       12.71976       6.607739       9446023.    
  3279.998       894769.7       5153.714      0.1497335E-04   1229.663       12.71531       6.603092       9470610.    
  3299.998       894769.7       5152.170      0.1498961E-04   1230.303       12.71086       6.598437       9495209.    
  3319.998       894769.7       5150.625      0.1500590E-04   1230.942       12.70640       6.593773       9519822.    
  3339.998       894769.7       5149.079      0.1502220E-04   1231.581       12.70193       6.589101       9544447.    
  3359.998       894769.7       5147.531      0.1503852E-04   1232.219       12.69746       6.584420       9569085.    
  3379.998       894769.7       5145.982      0.1505487E-04   1232.858       12.69298       6.579730       9593735.    
  3399.998       894769.7       5144.432      0.1507124E-04   1233.496       12.68850       6.575032       9618399.    
  3419.998       894769.7       5142.881      0.1508764E-04   1234.135       12.68401       6.570325       9643075.    
  3439.998       894769.7       5141.329      0.1510405E-04   1234.773       12.67951       6.565610       9667764.    
  3459.997       894769.7       5139.775      0.1512050E-04   1235.411       12.67501       6.560885       9692466.    
  3479.997       894769.7       5138.220      0.1513697E-04   1236.050       12.67051       6.556152       9717180.    
  3499.997       894769.7       5136.664      0.1515346E-04   1236.688       12.66599       6.551410       9741908.    
  3519.997       894769.7       5135.107      0.1516998E-04   1237.327       12.66147       6.546659       9766648.    
  3539.997       894769.7       5133.548      0.1518653E-04   1237.966       12.65695       6.541899       9791401.    
  3559.997       894769.7       5131.988      0.1520310E-04   1238.605       12.65241       6.537130       9816166.    
  3579.997       894769.7       5130.427      0.1521971E-04   1239.244       12.64787       6.532353       9840945.    
  3599.997       894769.7       5128.865      0.1523634E-04   1239.883       12.64333       6.527566       9865736.    
  3619.997       894769.7       5127.301      0.1525300E-04   1240.523       12.63878       6.522770       9890540.    
  3639.997       894769.7       5125.737      0.1526969E-04   1241.163       12.63422       6.517966       9915357.    
  3659.997       894769.7       5124.171      0.1528641E-04   1241.804       12.62966       6.513152       9940186.    
  3679.997       894769.7       5122.603      0.1530316E-04   1242.444       12.62509       6.508329       9965029.    
  3699.997       894769.7       5121.035      0.1531994E-04   1243.086       12.62051       6.503497       9989884.    
  3719.997       894769.7       5119.465      0.1533675E-04   1243.728       12.61593       6.498656      0.1001475E+08
  3739.997       894769.7       5117.894      0.1535360E-04   1244.370       12.61134       6.493805      0.1003963E+08
  3759.997       894769.7       5116.322      0.1537048E-04   1245.013       12.60675       6.488945      0.1006453E+08
  3779.997       894769.7       5114.749      0.1538738E-04   1245.656       12.60215       6.484076      0.1008943E+08
  3799.997       894769.7       5113.174      0.1540433E-04   1246.300       12.59754       6.479198      0.1011435E+08
  3819.997       894769.7       5111.598      0.1542130E-04   1246.945       12.59293       6.474311      0.1013929E+08
  3839.997       894769.7       5110.021      0.1543831E-04   1247.590       12.58831       6.469413      0.1016423E+08
  3859.997       894769.7       5108.443      0.1545536E-04   1248.236       12.58368       6.464507      0.1018919E+08
  3879.997       894769.7       5106.863      0.1547244E-04   1248.882       12.57905       6.459591      0.1021416E+08
  3899.997       894769.7       5105.282      0.1548955E-04   1249.529       12.57441       6.454666      0.1023914E+08
  3919.997       894769.7       5103.700      0.1550670E-04   1250.177       12.56976       6.449731      0.1026414E+08
  3939.997       894769.7       5102.116      0.1552389E-04   1250.826       12.56511       6.444786      0.1028915E+08
  3959.996       894769.7       5100.532      0.1554111E-04   1251.475       12.56045       6.439832      0.1031417E+08
  3979.996       894769.7       5098.946      0.1555837E-04   1252.126       12.55579       6.434868      0.1033921E+08
  3999.996       894769.7       5097.358      0.1557566E-04   1252.777       12.55111       6.429895      0.1036426E+08
  400.0036       899884.6       5379.106      0.8980861E-05   771.6763       13.28921       7.210424       6228049.    
  420.0036       899884.6       5376.562      0.9346046E-05   802.6098       13.29736       7.206843       6247580.    
  440.0035       899884.6       5375.541      0.9650134E-05   828.2627       13.29472       7.204187       6263893.    
  460.0035       899884.6       5374.488      0.9928212E-05   851.6713       13.29201       7.201449       6280696.    
  480.0034       899884.6       5373.407      0.1018284E-04   873.0567       13.28922       7.198637       6297946.    
  500.0034       899884.6       5372.300      0.1041634E-04   892.6206       13.28636       7.195756       6315606.    
  520.0034       899884.6       5371.169      0.1063084E-04   910.5455       13.28345       7.192813       6333640.    
  540.0033       899884.6       5370.017      0.1082823E-04   926.9956       13.28048       7.189811       6352018.    
  560.0033       899884.6       5368.844      0.1101022E-04   942.1180       13.27745       7.186756       6370711.    
  580.0032       899884.6       5367.653      0.1117834E-04   956.0442       13.27438       7.183651       6389695.    
  600.0032       899884.6       5366.444      0.1133394E-04   968.8918       13.27126       7.180499       6408946.    
  620.0032       899884.6       5365.220      0.1147825E-04   980.7655       13.26810       7.177305       6428444.    
  640.0031       899884.6       5363.981      0.1161235E-04   991.7586       13.26490       7.174071       6448170.    
  660.0031       899884.6       5362.729      0.1173720E-04   1001.955       13.26167       7.170800       6468108.    
  680.0030       899884.6       5361.464      0.1185367E-04   1011.428       13.25840       7.167493       6488243.    
  700.0030       899884.6       5360.187      0.1196253E-04   1020.245       13.25511       7.164154       6508561.    
  720.0030       899884.6       5358.899      0.1206446E-04   1028.464       13.25178       7.160784       6529049.    
  740.0029       899884.6       5357.601      0.1216010E-04   1036.141       13.24842       7.157384       6549696.    
  760.0029       899884.6       5356.294      0.1224998E-04   1043.321       13.24504       7.153958       6570491.    
  780.0028       899884.6       5354.977      0.1233462E-04   1050.047       13.24164       7.150505       6591425.    
  800.0028       899884.6       5353.652      0.1241445E-04   1056.360       13.23821       7.147027       6612490.    
  820.0028       899884.6       5352.319      0.1248987E-04   1062.291       13.23476       7.143527       6633677.    
  840.0027       899884.6       5350.978      0.1256126E-04   1067.875       13.23129       7.140003       6654979.    
  860.0027       899884.6       5349.630      0.1262894E-04   1073.137       13.22780       7.136459       6676390.    
  880.0026       899884.6       5348.276      0.1269320E-04   1078.104       13.22429       7.132894       6697902.    
  900.0026       899884.6       5346.915      0.1275431E-04   1082.800       13.22076       7.129310       6719512.    
  920.0026       899884.6       5345.548      0.1281253E-04   1087.244       13.21722       7.125707       6741212.    
  940.0025       899884.6       5344.175      0.1286806E-04   1091.456       13.21366       7.122087       6763000.    
  960.0025       899884.6       5342.797      0.1292111E-04   1095.453       13.21009       7.118449       6784869.    
  980.0024       899884.6       5341.414      0.1297186E-04   1099.252       13.20650       7.114795       6806816.    
  1000.002       899884.6       5340.026      0.1302048E-04   1102.866       13.20289       7.111124       6828838.    
  1020.002       899884.6       5338.633      0.1306712E-04   1106.308       13.19927       7.107439       6850930.    
  1040.002       899884.6       5337.235      0.1311193E-04   1109.591       13.19564       7.103738       6873089.    
  1060.002       899884.6       5335.834      0.1315503E-04   1112.726       13.19200       7.100023       6895312.    
  1080.002       899884.6       5334.428      0.1319653E-04   1115.722       13.18834       7.096294       6917597.    
  1100.002       899884.6       5333.018      0.1323656E-04   1118.589       13.18467       7.092551       6939940.    
  1120.002       899884.6       5331.604      0.1327519E-04   1121.336       13.18099       7.088795       6962339.    
  1140.002       899884.6       5330.187      0.1331253E-04   1123.971       13.17730       7.085026       6984792.    
  1160.002       899884.6       5328.766      0.1334867E-04   1126.499       13.17360       7.081245       7007297.    
  1180.002       899884.6       5327.342      0.1338367E-04   1128.930       13.16988       7.077451       7029851.    
  1200.002       899884.6       5325.914      0.1341761E-04   1131.267       13.16616       7.073645       7052453.    
  1220.002       899884.6       5324.483      0.1345056E-04   1133.518       13.16243       7.069828       7075101.    
  1240.002       899884.6       5323.049      0.1348257E-04   1135.688       13.15869       7.065999       7097793.    
  1260.002       899884.6       5321.613      0.1351371E-04   1137.780       13.15493       7.062159       7120528.    
  1280.002       899884.6       5320.173      0.1354403E-04   1139.801       13.15117       7.058308       7143304.    
  1300.002       899884.6       5318.730      0.1357358E-04   1141.754       13.14740       7.054446       7166120.    
  1320.002       899884.6       5317.285      0.1360240E-04   1143.643       13.14362       7.050574       7188974.    
  1340.002       899884.6       5315.837      0.1363053E-04   1145.471       13.13984       7.046691       7211865.    
  1360.002       899884.6       5314.387      0.1365801E-04   1147.243       13.13604       7.042797       7234792.    
  1380.002       899884.6       5312.934      0.1368489E-04   1148.961       13.13223       7.038894       7257754.    
  1400.002       899884.6       5311.479      0.1371120E-04   1150.628       13.12842       7.034981       7280750.    
  1420.002       899884.6       5310.021      0.1373696E-04   1152.248       13.12460       7.031058       7303779.    
  1440.002       899884.6       5308.561      0.1376221E-04   1153.822       13.12077       7.027125       7326839.    
  1460.001       899884.6       5307.099      0.1378698E-04   1155.353       13.11694       7.023183       7349931.    
  1480.001       899884.6       5305.634      0.1381129E-04   1156.843       13.11309       7.019231       7373053.    
  1500.001       899884.6       5304.168      0.1383517E-04   1158.295       13.10924       7.015269       7396204.    
  1520.001       899884.6       5302.699      0.1385863E-04   1159.710       13.10538       7.011299       7419384.    
  1540.001       899884.6       5298.196      0.1373765E-04   1160.611       13.11200       7.025883       7453560.    
  1560.001       899884.6       5296.739      0.1376015E-04   1161.948       13.10809       7.021884       7476785.    
  1580.001       899884.6       5295.280      0.1378231E-04   1163.253       13.10417       7.017875       7500037.    
  1600.001       899884.6       5293.820      0.1380414E-04   1164.528       13.10024       7.013858       7523315.    
  1620.001       899884.6       5292.357      0.1382566E-04   1165.776       13.09630       7.009832       7546618.    
  1640.001       899884.6       5290.893      0.1384689E-04   1166.996       13.09236       7.005797       7569946.    
  1660.001       899884.6       5289.427      0.1386785E-04   1168.191       13.08841       7.001754       7593298.    
  1680.001       899884.6       5287.959      0.1388854E-04   1169.362       13.08445       6.997702       7616673.    
  1700.001       899884.6       5286.489      0.1390899E-04   1170.509       13.08049       6.993641       7640072.    
  1720.001       899884.6       5285.018      0.1392919E-04   1171.634       13.07652       6.989572       7663493.    
  1740.001       899884.6       5283.544      0.1394918E-04   1172.739       13.07254       6.985494       7686937.    
  1760.001       899884.6       5282.070      0.1396895E-04   1173.823       13.06856       6.981408       7710403.    
  1780.001       899884.6       5280.593      0.1398851E-04   1174.888       13.06457       6.977314       7733890.    
  1800.001       899884.6       5279.115      0.1400788E-04   1175.934       13.06057       6.973211       7757398.    
  1820.001       899884.6       5277.635      0.1402707E-04   1176.964       13.05657       6.969101       7780927.    
  1840.001       899884.6       5276.154      0.1404609E-04   1177.976       13.05256       6.964981       7804476.    
  1860.001       899884.6       5274.671      0.1406494E-04   1178.973       13.04854       6.960854       7828046.    
  1880.001       899884.6       5273.186      0.1408363E-04   1179.954       13.04452       6.956718       7851635.    
  1900.001       899884.6       5271.700      0.1410217E-04   1180.921       13.04049       6.952575       7875243.    
  1920.001       899884.6       5270.213      0.1412057E-04   1181.874       13.03646       6.948423       7898871.    
  1940.001       899884.6       5268.723      0.1413883E-04   1182.814       13.03242       6.944263       7922518.    
  1960.000       899884.6       5267.233      0.1415697E-04   1183.741       13.02837       6.940095       7946184.    
  1980.000       899884.6       5265.741      0.1417498E-04   1184.655       13.02432       6.935919       7969868.    
  2000.000       899884.6       5264.247      0.1419288E-04   1185.558       13.02026       6.931735       7993570.    
  2020.000       899884.6       5262.752      0.1421066E-04   1186.450       13.01620       6.927543       8017290.    
  2040.000       899884.6       5261.256      0.1422834E-04   1187.331       13.01213       6.923342       8041027.    
  2060.000       899884.6       5259.758      0.1424592E-04   1188.202       13.00805       6.919134       8064783.    
  2080.000       899884.6       5258.259      0.1426341E-04   1189.063       13.00397       6.914918       8088555.    
  2100.000       899884.6       5247.674      0.1396975E-04   1188.415       12.98096       6.868547       8137465.    
  2120.000       899884.6       5246.207      0.1398673E-04   1189.239       12.97686       6.864374       8161242.    
  2140.000       899884.6       5244.739      0.1400364E-04   1190.053       12.97275       6.860193       8185034.    
  2160.000       899884.6       5243.269      0.1402048E-04   1190.860       12.96864       6.856005       8208844.    
  2180.000       899884.6       5241.798      0.1403724E-04   1191.658       12.96452       6.851809       8232669.    
  2200.000       899884.6       5240.326      0.1405394E-04   1192.449       12.96040       6.847605       8256510.    
  2220.000       899884.6       5238.852      0.1407057E-04   1193.232       12.95627       6.843394       8280366.    
  2240.000       899884.6       5237.377      0.1408715E-04   1194.009       12.95214       6.839175       8304239.    
  2260.000       899884.6       5235.901      0.1410367E-04   1194.778       12.94800       6.834948       8328127.    
  2280.000       899884.6       5234.424      0.1412014E-04   1195.542       12.94385       6.830714       8352030.    
  2300.000       899884.6       5232.945      0.1413655E-04   1196.299       12.93970       6.826472       8375948.    
  2320.000       899884.6       5231.465      0.1415292E-04   1197.050       12.93554       6.822223       8399882.    
  2340.000       899884.6       5229.983      0.1416925E-04   1197.796       12.93138       6.817965       8423830.    
  2360.000       899884.6       5228.500      0.1418553E-04   1198.536       12.92721       6.813700       8447793.    
  2380.000       899884.6       5227.016      0.1420178E-04   1199.271       12.92303       6.809427       8471771.    
  2400.000       899884.6       5225.531      0.1421798E-04   1200.001       12.91885       6.805147       8495764.    
  2420.000       899884.6       5224.045      0.1423416E-04   1200.726       12.91467       6.800859       8519771.    
  2440.000       899884.6       5222.557      0.1425030E-04   1201.446       12.91048       6.796563       8543793.    
  2459.999       899884.6       5221.068      0.1426641E-04   1202.162       12.90628       6.792260       8567829.    
  2479.999       899884.6       5219.577      0.1428249E-04   1202.874       12.90208       6.787949       8591879.    
  2499.999       899884.6       5218.086      0.1429855E-04   1203.582       12.89787       6.783630       8615944.    
  2519.999       899884.6       5216.593      0.1431459E-04   1204.286       12.89366       6.779303       8640022.    
  2539.999       899884.6       5215.099      0.1433060E-04   1204.986       12.88944       6.774969       8664115.    
  2559.999       899884.6       5213.603      0.1434659E-04   1205.682       12.88521       6.770627       8688222.    
  2579.999       899884.6       5212.107      0.1436257E-04   1206.375       12.88098       6.766277       8712342.    
  2599.999       899884.6       5210.609      0.1437852E-04   1207.065       12.87674       6.761919       8736476.    
  2619.999       899884.6       5209.110      0.1439447E-04   1207.751       12.87250       6.757553       8760624.    
  2639.999       899884.6       5207.610      0.1441040E-04   1208.435       12.86825       6.753180       8784786.    
  2659.999       899884.6       5206.108      0.1442631E-04   1209.116       12.86400       6.748799       8808962.    
  2679.999       899884.6       5204.606      0.1444222E-04   1209.794       12.85974       6.744410       8833151.    
  2699.999       899884.6       5203.102      0.1445812E-04   1210.469       12.85548       6.740014       8857353.    
  2719.999       899884.6       5201.597      0.1447401E-04   1211.142       12.85121       6.735609       8881569.    
  2739.999       899884.6       5200.090      0.1448989E-04   1211.812       12.84693       6.731196       8905799.    
  2759.999       899884.6       5198.583      0.1450577E-04   1212.480       12.84265       6.726776       8930042.    
  2779.999       899884.6       5197.074      0.1452165E-04   1213.146       12.83836       6.722348       8954298.    
  2799.999       899884.6       5195.564      0.1453753E-04   1213.810       12.83407       6.717912       8978567.    
  2819.999       899884.6       5194.053      0.1455340E-04   1214.472       12.82977       6.713468       9002850.    
  2839.999       899884.6       5192.540      0.1456927E-04   1215.131       12.82546       6.709015       9027146.    
  2859.999       899884.6       5191.027      0.1458514E-04   1215.789       12.82115       6.704555       9051455.    
  2879.999       899884.6       5189.512      0.1460102E-04   1216.446       12.81684       6.700087       9075778.    
  2899.999       899884.6       5187.996      0.1461690E-04   1217.101       12.81252       6.695611       9100113.    
  2919.999       899884.6       5186.479      0.1463278E-04   1217.754       12.80819       6.691127       9124461.    
