|6.6.6
PYR-Ringwood88_2.tab                                                                                
           2
T(K)    
   400.00360000000001     
   19.999960000020000     
         181
P(bar)  
   15001.334999999999     
   5114.9322988556905     
         262
           8
T(K)           P(bar)         rho,kg/m3      alpha,1/K      cp,J/K/kg      vp,km/s        vs,km/s        h,J/kg        
  1400.002       393506.3       4733.162      0.2005909E-04   1177.676       11.66359       6.431477      -2533511.    
  1420.002       393506.3       4731.261      0.2010565E-04   1179.339       11.65788       6.426147      -2509941.    
  1440.002       393506.3       4729.357      0.2015176E-04   1180.968       11.65216       6.420800      -2486338.    
  1460.001       393506.3       4727.449      0.2019746E-04   1182.567       11.64642       6.415437      -2462703.    
  1480.001       393506.3       4725.538      0.2024277E-04   1184.136       11.64066       6.410057      -2439036.    
  1500.001       393506.3       4723.623      0.2028772E-04   1185.677       11.63489       6.404660      -2415338.    
  1520.001       393506.3       4721.705      0.2033235E-04   1187.192       11.62911       6.399248      -2391609.    
  1540.001       393506.3       4719.783      0.2037666E-04   1188.683       11.62331       6.393819      -2367850.    
  1560.001       393506.3       4717.858      0.2042069E-04   1190.150       11.61749       6.388373      -2344062.    
  1580.001       393506.3       4715.929      0.2046446E-04   1191.595       11.61166       6.382911      -2320245.    
  1600.001       393506.3       4713.997      0.2050798E-04   1193.020       11.60582       6.377433      -2296398.    
  1620.001       393506.3       4712.062      0.2055128E-04   1194.425       11.59996       6.371939      -2272524.    
  1640.001       393506.3       4710.124      0.2059437E-04   1195.812       11.59409       6.366428      -2248622.    
  1660.001       393506.3       4708.182      0.2063727E-04   1197.181       11.58821       6.360901      -2224692.    
  1680.001       393506.3       4706.237      0.2068000E-04   1198.534       11.58231       6.355358      -2200735.    
  1700.001       393506.3       4704.289      0.2072258E-04   1199.871       11.57639       6.349799      -2176751.    
  1720.001       393506.3       4702.338      0.2076501E-04   1201.194       11.57046       6.344223      -2152740.    
  1740.001       393506.3       4700.383      0.2080731E-04   1202.503       11.56452       6.338631      -2128703.    
  1760.001       393506.3       4698.426      0.2084950E-04   1203.798       11.55856       6.333023      -2104640.    
  1780.001       393506.3       4696.465      0.2089158E-04   1205.082       11.55259       6.327399      -2080552.    
  1800.001       393506.3       4694.501      0.2093357E-04   1206.354       11.54661       6.321758      -2056437.    
  1820.001       393506.3       4692.534      0.2097549E-04   1207.615       11.54061       6.316101      -2032298.    
  1840.001       393506.3       4690.564      0.2101733E-04   1208.865       11.53459       6.310428      -2008133.    
  1860.001       393506.3       4688.591      0.2105912E-04   1210.106       11.52857       6.304738      -1983943.    
  1880.001       393506.3       4686.615      0.2110085E-04   1211.338       11.52252       6.299032      -1959729.    
  1900.001       393506.3       4684.635      0.2114255E-04   1212.562       11.51647       6.293309      -1935490.    
  1920.001       393506.3       4682.653      0.2118421E-04   1213.777       11.51040       6.287570      -1911227.    
  1940.001       393506.3       4680.667      0.2122586E-04   1214.985       11.50431       6.281814      -1886939.    
  1960.000       393506.3       4678.679      0.2126749E-04   1216.185       11.49822       6.276041      -1862627.    
  1980.000       393506.3       4676.687      0.2130911E-04   1217.379       11.49210       6.270252      -1838292.    
  2000.000       393506.3       4674.693      0.2135074E-04   1218.567       11.48598       6.264447      -1813932.    
  2020.000       393506.3       4672.695      0.2139237E-04   1219.749       11.47984       6.258624      -1789549.    
  2040.000       393506.3       4670.694      0.2143402E-04   1220.926       11.47368       6.252785      -1765143.    
  2060.000       393506.3       4668.690      0.2147570E-04   1222.097       11.46751       6.246929      -1740712.    
  2080.000       393506.3       4666.684      0.2151740E-04   1223.264       11.46133       6.241056      -1716259.    
  2100.000       393506.3       4664.674      0.2155914E-04   1224.427       11.45513       6.235166      -1691782.    
  2120.000       393506.3       4662.661      0.2160092E-04   1225.585       11.44891       6.229259      -1667282.    
  2140.000       393506.3       4660.645      0.2164275E-04   1226.740       11.44269       6.223335      -1642759.    
  2160.000       393506.3       4658.626      0.2168463E-04   1227.892       11.43644       6.217393      -1618213.    
  2180.000       393506.3       4656.604      0.2172657E-04   1229.040       11.43019       6.211435      -1593643.    
  2200.000       393506.3       4654.579      0.2176857E-04   1230.186       11.42392       6.205459      -1569051.    
  2220.000       393506.3       4652.551      0.2181064E-04   1231.329       11.41763       6.199466      -1544436.    
  2240.000       393506.3       4650.520      0.2185279E-04   1232.470       11.41133       6.193455      -1519798.    
  2260.000       393506.3       4648.486      0.2189502E-04   1233.608       11.40501       6.187427      -1495137.    
  2280.000       393506.3       4646.449      0.2193732E-04   1234.745       11.39868       6.181381      -1470454.    
  2300.000       393506.3       4644.409      0.2197972E-04   1235.881       11.39234       6.175318      -1445748.    
  2320.000       393506.3       4642.366      0.2202221E-04   1237.015       11.38598       6.169236      -1421019.    
  2340.000       393506.3       4640.320      0.2206480E-04   1238.148       11.37961       6.163137      -1396267.    
  2360.000       393506.3       4638.271      0.2210748E-04   1239.280       11.37322       6.157020      -1371493.    
  2380.000       393506.3       4636.218      0.2215028E-04   1240.411       11.36681       6.150885      -1346696.    
  2400.000       393506.3       4634.163      0.2219318E-04   1241.542       11.36039       6.144731      -1321877.    
  2420.000       393506.3       4632.104      0.2223619E-04   1242.673       11.35396       6.138560      -1297035.    
  2440.000       393506.3       4630.043      0.2227933E-04   1243.803       11.34751       6.132370      -1272170.    
  2459.999       393506.3       4627.978      0.2232258E-04   1244.934       11.34104       6.126162      -1247283.    
  2479.999       393506.3       4625.911      0.2236596E-04   1246.064       11.33456       6.119935      -1222373.    
  2499.999       393506.3       4623.840      0.2240946E-04   1247.196       11.32806       6.113690      -1197440.    
  2519.999       393506.3       4621.766      0.2245310E-04   1248.327       11.32155       6.107426      -1172485.    
  2539.999       393506.3       4619.689      0.2249687E-04   1249.459       11.31502       6.101143      -1147507.    
  2559.999       393506.3       4617.609      0.2254079E-04   1250.593       11.30848       6.094841      -1122507.    
  2579.999       393506.3       4615.525      0.2258484E-04   1251.727       11.30192       6.088520      -1097484.    
  2599.999       393506.3       4613.439      0.2262904E-04   1252.862       11.29535       6.082181      -1072438.    
  2619.999       393506.3       4611.350      0.2267339E-04   1253.999       11.28876       6.075821      -1047369.    
  2639.999       393506.3       4609.257      0.2271789E-04   1255.137       11.28215       6.069443      -1022278.    
  2659.999       393506.3       4607.161      0.2276254E-04   1256.276       11.27553       6.063045      -997163.9    
  2679.999       393506.3       4605.062      0.2280736E-04   1257.418       11.26889       6.056628      -972027.0    
  2699.999       393506.3       4602.960      0.2285233E-04   1258.561       11.26224       6.050191      -946867.3    
  2719.999       393506.3       4600.855      0.2289747E-04   1259.706       11.25557       6.043734      -921684.7    
  2739.999       393506.3       4598.746      0.2294278E-04   1260.853       11.24888       6.037257      -896479.2    
  2759.999       393506.3       4596.634      0.2298826E-04   1262.003       11.24218       6.030760      -871250.7    
  2779.999       393506.3       4594.519      0.2303391E-04   1263.154       11.23546       6.024243      -845999.2    
  2799.999       393506.3       4592.401      0.2307974E-04   1264.308       11.22872       6.017706      -820724.6    
  2819.999       393506.3       4590.280      0.2312575E-04   1265.465       11.22197       6.011149      -795426.9    
  2839.999       393506.3       4588.155      0.2317194E-04   1266.624       11.21520       6.004571      -770106.1    
  2859.999       393506.3       4586.027      0.2321832E-04   1267.787       11.20842       5.997972      -744762.1    
  2879.999       393506.3       4583.896      0.2326489E-04   1268.952       11.20161       5.991352      -719394.8    
  2899.999       393506.3       4581.761      0.2331165E-04   1270.120       11.19479       5.984712      -694004.1    
  2919.999       393506.3       4579.623      0.2335860E-04   1271.291       11.18796       5.978050      -668590.1    
  2939.999       393506.3       4577.482      0.2340575E-04   1272.465       11.18110       5.971368      -643152.6    
  2959.998       393506.3       4575.338      0.2345310E-04   1273.642       11.17423       5.964664      -617691.6    
  2979.998       393506.3       4573.190      0.2350065E-04   1274.823       11.16734       5.957938      -592207.0    
