publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
1199178,earthquake,1997-11-24T02:23:56.705Z,2010-01-13T20:23:00.000Z,174.65160000000000196,-40.48917999999999751,5.18400000000000016,70.21899999999999409,ML,,GROPE,reviewed,manual,nz1dr,41,36,7,0.42299999999999999,76.00000000000000000,0.18536000000000000,0.22800000000000001
1200922,earthquake,1997-11-09T08:28:55.084Z,2010-01-13T20:22:00.000Z,177.17642000000000735,-37.58270000000000266,5.01199999999999957,139.17449999999999477,ML,,GROPE,reviewed,manual,nz1dr,31,29,18,0.05500000000000000,80.00000000000000000,0.17818999999999999,0.27700000000000002
1199065,earthquake,1997-11-07T22:30:01.645Z,2010-01-13T20:22:00.000Z,176.84457000000000448,-40.42645999999999873,5.39200000000000035,16.26069999999999993,ML,,GROPE,reviewed,manual,nz1dr,34,33,13,0.81799999999999995,194.00000000000000000,0.12002000000000000,0.35199999999999998
1200956,earthquake,1997-11-04T13:55:43.116Z,2010-01-13T20:22:00.000Z,171.36920000000000641,-42.98819999999999908,5.06599999999999984,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,13,10,14,0.14999999999999999,131.00000000000000000,0.07620000000000000,0.26500000000000001
1194378,earthquake,1997-10-31T22:53:15.893Z,2010-01-13T20:22:00.000Z,176.78982999999999493,-38.00130000000000052,5.54100000000000037,138.73359999999999559,ML,,GROPE,reviewed,manual,nz1dr,35,32,4,0.09200000000000000,86.00000000000000000,0.16664999999999999,0.20200000000000001
1193853,earthquake,1997-10-31T07:15:20.676Z,2010-01-13T20:22:00.000Z,175.68154999999998722,-38.72599000000000302,5.08399999999999963,128.46219999999999573,ML,,GROPE,reviewed,manual,nz1dr,40,35,4,0.04300000000000000,47.00000000000000000,0.12690000000000001,0.40200000000000002
1198822,earthquake,1997-10-28T04:54:17.866Z,2010-01-13T20:22:00.000Z,177.22327999999998838,-34.53255000000000052,5.31200000000000028,33.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,6,3,3,3.18199999999999994,353.00000000000000000,0.24775000000000000,0.48499999999999999
1184137,earthquake,1997-10-13T07:18:01.088Z,2010-01-13T20:21:00.000Z,177.57578000000000884,-37.24784999999999968,5.02500000000000036,102.76409999999999911,ML,,GROPE,reviewed,manual,nz1dr,24,21,19,0.41599999999999998,200.00000000000000000,0.12553000000000000,0.23300000000000001
1174625,earthquake,1997-09-20T11:15:59.099Z,2010-01-13T20:19:00.000Z,177.60679999999999268,-37.30185000000000173,5.11800000000000033,92.97509999999999764,ML,,GROPE,reviewed,manual,nz1dr,26,24,5,0.40200000000000002,188.00000000000000000,0.13714000000000001,0.15600000000000000
1174100,earthquake,1997-09-16T15:24:05.399Z,2010-01-13T20:19:00.000Z,170.25930999999999926,-43.63770999999999844,5.02899999999999991,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,13,9,12,0.44900000000000001,155.00000000000000000,0.08878999999999999,0.31100000000000000
1177704,earthquake,1997-09-16T10:08:17.469Z,2010-01-13T20:19:00.000Z,170.29278999999999655,-43.67260000000000275,5.02799999999999958,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,13,9,12,0.43700000000000000,152.00000000000000000,0.12856999999999999,0.31700000000000000
1174091,earthquake,1997-09-14T17:00:32.708Z,2010-01-13T20:19:00.000Z,175.90658999999999423,-38.28244999999999720,5.22299999999999986,204.67930000000001201,ML,,GROPE,reviewed,manual,nz1dr,37,33,4,0.24800000000000000,75.00000000000000000,0.14091000000000001,0.29299999999999998
1175140,earthquake,1997-09-12T20:14:57.326Z,2010-01-13T20:19:00.000Z,176.10912999999999329,-37.73631999999999920,5.05499999999999972,287.23230000000000928,ML,,GROPE,reviewed,manual,nz1dr,20,18,4,0.14299999999999999,190.00000000000000000,0.15214000000000000,0.13300000000000001
1160359,earthquake,1997-08-02T03:57:58.763Z,2010-01-13T20:17:00.000Z,177.20832999999998947,-34.67927999999999855,5.03300000000000036,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,6,4,4,3.04499999999999993,331.00000000000000000,0.25921000000000000,0.40600000000000003
1143796,earthquake,1997-06-20T15:36:34.045Z,2010-01-13T20:15:00.000Z,174.48596000000000572,-41.14679000000000286,5.36300000000000043,36.95089999999999719,ML,,GROPE,reviewed,manual,nz1dr,47,42,6,0.18600000000000000,67.00000000000000000,0.16571000000000000,0.77500000000000002
1148929,earthquake,1997-06-19T08:55:07.506Z,2010-01-13T20:15:00.000Z,174.50063000000000102,-41.11422000000000310,5.12300000000000022,39.59000000000000341,ML,,GROPE,reviewed,manual,nz1dr,37,31,6,0.19400000000000001,64.00000000000000000,0.11996000000000000,0.62900000000000000
1135940,earthquake,1997-05-27T03:14:01.675Z,2010-01-13T20:13:00.000Z,176.53322000000000003,-37.54923000000000144,6.06599999999999984,212.01529999999999632,ML,,GROPE,reviewed,manual,nz1dr,36,30,5,0.26700000000000002,127.00000000000000000,0.15329999999999999,0.23599999999999999
1133841,earthquake,1997-05-26T10:50:14.962Z,2006-12-14T16:19:00.000Z,165.95712000000000330,-47.26572000000000173,5.20000000000000018,12.00000000000000000,Mw,operator assigned,GROPE,reviewed,manual,nz1dr,10,6,0,1.53800000000000003,309.00000000000000000,0.26848000000000000,0.00000000000000000
1133833,earthquake,1997-05-25T23:22:30.588Z,2006-12-14T16:19:00.000Z,-178.79000999999999522,-32.30516000000000076,7.09999999999999964,339.38240000000001828,Mw,,GROPE,reviewed,manual,nz1dr,25,22,0,5.79600000000000026,318.00000000000000000,0.24431000000000000,0.00000000000000000
1133802,earthquake,1997-05-23T00:24:49.603Z,2010-01-13T20:13:00.000Z,177.15181999999998652,-37.08764000000000038,5.10599999999999987,246.14490000000000691,ML,,GROPE,reviewed,manual,nz1dr,33,28,5,0.44100000000000000,177.00000000000000000,0.22406000000000001,0.21400000000000000
1127921,earthquake,1997-05-09T05:55:55.008Z,2010-01-13T20:12:00.000Z,177.57292000000001053,-36.50135000000000218,5.00800000000000001,207.04699999999999704,ML,,GROPE,reviewed,manual,nz1dr,13,11,16,1.07000000000000006,252.00000000000000000,0.08293000000000000,0.26000000000000001
1121473,earthquake,1997-05-03T16:46:01.845Z,2010-01-13T20:12:00.000Z,-177.98145999999999844,-32.54943000000000097,7.11300000000000043,135.48660000000000991,ML,,GROPE,reviewed,manual,nz1dr,20,18,4,5.88699999999999957,319.00000000000000000,0.18026000000000000,0.27500000000000002
1122037,earthquake,1997-04-22T14:30:50.328Z,2010-01-13T20:11:00.000Z,177.59363999999999351,-36.73769999999999669,5.48299999999999965,171.35509999999999309,ML,,GROPE,reviewed,manual,nz1dr,22,18,4,0.85299999999999998,213.00000000000000000,0.12536000000000000,0.29599999999999999
1112473,earthquake,1997-04-11T19:46:38.980Z,2010-01-13T20:10:00.000Z,175.63715999999999440,-38.42289999999999850,5.15899999999999981,287.08879999999999200,ML,,GROPE,reviewed,manual,nz1dr,33,24,5,0.29599999999999999,69.00000000000000000,0.24376999999999999,0.28000000000000003
1101054,earthquake,1997-03-25T02:18:04.678Z,2006-12-14T16:17:00.000Z,177.61698999999998705,-37.02947000000000344,5.29999999999999982,111.45010000000000616,Mw,,GROPE,reviewed,manual,nz1dr,22,17,0,0.60399999999999998,198.00000000000000000,0.19531000000000001,0.00000000000000000
1099315,earthquake,1997-03-12T15:30:29.008Z,2010-01-13T20:07:00.000Z,179.50377000000000294,-36.09779000000000337,5.64599999999999991,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,17,14,10,1.78200000000000003,287.00000000000000000,0.17977000000000001,0.24700000000000000
1099892,earthquake,1997-03-10T14:07:02.842Z,2010-01-13T20:07:00.000Z,177.75870000000000459,-36.37212000000000245,5.25399999999999956,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,10,7,6,1.24100000000000010,292.00000000000000000,0.25980999999999999,0.27100000000000002
1092115,earthquake,1997-03-07T08:27:37.301Z,2010-01-13T20:07:00.000Z,179.30598000000000525,-37.75099999999999767,5.08100000000000041,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,13,11,7,0.81100000000000005,293.00000000000000000,0.44467000000000001,0.18900000000000000
1091530,earthquake,1997-03-04T07:41:01.377Z,2010-01-13T20:07:00.000Z,177.73747000000000185,-36.45358000000000231,5.05900000000000016,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,11,8,5,1.15900000000000003,262.00000000000000000,0.20721999999999999,0.39600000000000002
1090243,earthquake,1997-03-03T14:13:22.051Z,2010-01-13T20:07:00.000Z,178.42952999999999975,-35.86169000000000295,5.40800000000000036,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,9,5,1.73700000000000010,315.00000000000000000,0.12204000000000000,0.42199999999999999
1091381,earthquake,1997-03-03T00:44:14.021Z,2010-01-13T20:07:00.000Z,177.78686999999999330,-36.41174999999999784,5.11500000000000021,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,12,11,5,1.21300000000000008,261.00000000000000000,0.13536000000000001,0.33700000000000002
1090673,earthquake,1997-03-02T19:01:53.712Z,2010-01-13T20:07:00.000Z,178.04282000000000608,-36.41149999999999665,5.25000000000000000,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,13,9,6,1.20300000000000007,269.00000000000000000,0.42473000000000000,0.35099999999999998
1090670,earthquake,1997-03-02T16:23:07.120Z,2010-01-13T20:07:00.000Z,177.68983000000000061,-36.46043000000000234,5.26900000000000013,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,19,13,6,1.13900000000000001,256.00000000000000000,0.09977000000000000,0.27500000000000002
1113608,earthquake,1997-03-02T14:33:53.889Z,2010-01-13T20:07:00.000Z,178.43621999999999161,-36.37333999999999889,5.30499999999999972,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,13,10,6,1.22799999999999998,284.00000000000000000,0.22638000000000000,0.38800000000000001
1076837,earthquake,1997-01-19T14:56:11.451Z,2010-01-13T20:02:00.000Z,179.19793999999998846,-37.79556000000000182,5.38199999999999967,21.95429999999999993,ML,,GROPE,reviewed,manual,nz1dr,25,22,12,0.73799999999999999,282.00000000000000000,0.13614999999999999,0.23599999999999999
1083999,earthquake,1997-01-14T21:31:01.829Z,2010-01-13T20:02:00.000Z,177.07639000000000351,-37.12463000000000335,5.14799999999999969,252.89230000000000587,ML,,GROPE,reviewed,manual,nz1dr,31,25,4,0.41299999999999998,179.00000000000000000,0.20851000000000000,0.29899999999999999
1067975,earthquake,1996-12-22T19:21:45.958Z,2010-01-13T20:00:00.000Z,175.71115000000000350,-40.01906000000000319,5.26400000000000023,64.75469999999999970,ML,,GROPE,reviewed,manual,nz1dr,43,39,4,0.51300000000000001,121.00000000000000000,0.19905999999999999,0.21099999999999999
1060227,earthquake,1996-12-15T23:13:16.437Z,2010-01-13T20:00:00.000Z,178.80262999999999352,-40.31497999999999848,5.47400000000000020,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,44,37,15,1.79499999999999993,235.00000000000000000,0.55833999999999995,0.29299999999999998
1056954,earthquake,1996-11-12T07:33:52.043Z,2010-01-13T19:58:00.000Z,175.11391000000000417,-38.87299999999999756,5.00600000000000023,210.57900000000000773,ML,,GROPE,reviewed,manual,nz1dr,40,32,4,0.27800000000000002,77.00000000000000000,0.22564000000000001,0.34999999999999998
1045773,earthquake,1996-10-25T10:28:29.835Z,2010-01-13T19:57:00.000Z,175.89969999999999573,-38.67347000000000179,5.35299999999999976,154.34590000000000032,ML,,GROPE,reviewed,manual,nz1dr,41,33,5,0.04600000000000000,57.00000000000000000,0.21893000000000001,0.34200000000000003
1039885,earthquake,1996-10-05T21:21:36.318Z,2010-01-13T19:56:00.000Z,176.49004999999999654,-40.37156999999999840,5.04499999999999993,52.41870000000000118,ML,,GROPE,reviewed,manual,nz1dr,43,38,5,0.36099999999999999,167.00000000000000000,0.12725000000000000,0.27600000000000002
1039860,earthquake,1996-10-04T22:39:03.802Z,2010-01-13T19:56:00.000Z,177.23473999999998796,-37.06750000000000256,5.33999999999999986,206.64029999999999632,ML,,GROPE,reviewed,manual,nz1dr,28,23,5,0.46100000000000002,198.00000000000000000,0.14746000000000001,0.16600000000000001
1037807,earthquake,1996-09-25T10:35:17.717Z,2006-12-14T14:23:00.000Z,174.90810999999999353,-39.05310999999999666,5.40000000000000036,213.77680000000000859,Mw,,GROPE,reviewed,manual,nz1dr,39,33,0,0.37700000000000000,102.00000000000000000,0.19894000000000001,0.00000000000000000
1035630,earthquake,1996-09-19T12:16:34.185Z,2010-01-13T19:55:00.000Z,172.82445000000001301,-42.48190000000000310,5.79800000000000004,9.48879999999999946,ML,,GROPE,reviewed,manual,nz1dr,24,20,13,0.04300000000000000,118.00000000000000000,0.15376000000000001,0.25300000000000000
1037221,earthquake,1996-09-13T03:16:47.999Z,2010-01-13T19:55:00.000Z,175.86823000000001116,-38.43912000000000262,5.09700000000000042,154.40479999999999450,ML,,GROPE,reviewed,manual,nz1dr,42,34,18,0.23899999999999999,75.00000000000000000,0.16936999999999999,0.39200000000000002
1023738,earthquake,1996-09-04T23:51:26.570Z,2010-01-13T19:55:00.000Z,174.88525000000001342,-42.28688999999999965,5.24699999999999989,33.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,23,20,14,0.73099999999999998,190.00000000000000000,0.11704000000000001,0.38700000000000001
1037562,earthquake,1996-08-29T04:47:02.352Z,2006-12-14T14:21:00.000Z,172.79211000000000809,-42.48913000000000295,5.29999999999999982,9.42769999999999975,Mw,,GROPE,reviewed,manual,nz1dr,22,17,0,0.04600000000000000,119.00000000000000000,0.12856000000000001,0.00000000000000000
1023667,earthquake,1996-08-13T09:41:41.803Z,2010-01-13T19:54:00.000Z,179.60408000000001039,-34.76863999999999777,5.86000000000000032,211.98679999999998813,ML,,GROPE,reviewed,manual,nz1dr,21,20,21,3.01500000000000012,304.00000000000000000,0.20963999999999999,0.35799999999999998
1030029,earthquake,1996-08-05T10:06:42.159Z,2010-01-13T19:53:00.000Z,176.42898999999999887,-37.92014999999999958,5.05400000000000027,187.26220000000000709,ML,,GROPE,reviewed,manual,nz1dr,36,30,4,0.20499999999999999,83.00000000000000000,0.15334999999999999,0.29499999999999998
998009,earthquake,1996-06-27T03:34:39.635Z,2006-12-14T14:20:00.000Z,177.50290000000001100,-38.42875000000000085,5.00000000000000000,78.58190000000000452,Mw,,GROPE,reviewed,manual,nz1dr,18,13,0,0.35199999999999998,79.00000000000000000,0.18681000000000000,0.00000000000000000
996902,earthquake,1996-06-20T17:30:11.039Z,2010-01-13T19:51:00.000Z,167.37108000000000629,-45.19111999999999796,5.07300000000000040,75.06889999999999930,ML,,GROPE,reviewed,manual,nz1dr,14,9,5,0.31600000000000000,183.00000000000000000,0.15642000000000000,0.28699999999999998
996407,earthquake,1996-06-16T00:56:40.712Z,2010-01-13T19:51:00.000Z,179.99218999999999369,-36.29202000000000083,5.04000000000000004,33.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,12,11,17,1.88100000000000001,296.00000000000000000,0.31329000000000001,0.22100000000000000
988793,earthquake,1996-05-31T23:31:13.899Z,2010-01-13T19:50:00.000Z,175.42368999999999346,-40.67495999999999867,5.12300000000000022,41.50050000000000239,ML,,GROPE,reviewed,manual,nz1dr,46,43,11,0.11899999999999999,73.00000000000000000,0.24512999999999999,0.42299999999999999
987041,earthquake,1996-05-26T10:13:02.015Z,2010-01-13T19:50:00.000Z,174.96152000000000726,-39.02653999999999712,5.74600000000000044,218.44059999999998922,ML,,GROPE,reviewed,manual,nz1dr,55,42,4,0.33600000000000002,94.00000000000000000,0.22045999999999999,0.31000000000000000
966618,earthquake,1996-05-05T00:13:25.018Z,2010-01-13T19:49:00.000Z,177.59641999999999484,-36.57117000000000218,5.38400000000000034,233.82759999999998968,ML,,GROPE,reviewed,manual,nz1dr,23,17,4,1.00899999999999990,248.00000000000000000,0.13131000000000001,0.18300000000000000
965160,earthquake,1996-04-25T16:20:38.780Z,2010-01-13T19:48:00.000Z,179.80074999999999363,-37.85620000000000118,5.17499999999999982,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,28,26,9,1.21599999999999997,292.00000000000000000,0.14010000000000000,0.33200000000000002
963136,earthquake,1996-04-22T15:56:31.974Z,2010-01-13T19:48:00.000Z,176.83451999999999771,-37.23995000000000033,5.04199999999999982,226.68299999999999272,ML,,GROPE,reviewed,manual,nz1dr,24,22,19,0.40300000000000002,169.00000000000000000,0.23008999999999999,0.18099999999999999
954360,earthquake,1996-03-22T09:38:56.062Z,2010-01-13T19:46:00.000Z,167.16712999999998601,-44.79361999999999711,5.07899999999999974,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,19,14,10,0.55500000000000005,224.00000000000000000,0.28980000000000000,0.18500000000000000
957256,earthquake,1996-02-28T14:23:10.888Z,2010-01-13T19:44:00.000Z,167.40925999999998908,-45.06157999999999930,6.19299999999999962,114.36759999999999593,ML,,GROPE,reviewed,manual,nz1dr,18,14,8,0.44400000000000001,192.00000000000000000,0.16847000000000001,0.41999999999999998
872145,earthquake,1995-12-18T20:50:32.605Z,2010-01-13T19:40:00.000Z,177.51335000000000264,-37.49347999999999814,5.48599999999999977,105.44549999999999557,ML,,GROPE,reviewed,manual,nz1dr,36,28,4,0.26000000000000001,156.00000000000000000,0.16238000000000000,0.27800000000000002
777657,earthquake,1995-12-16T07:38:13.995Z,2010-01-13T19:40:00.000Z,178.36576999999999771,-35.75601999999999947,5.47599999999999998,198.50540000000000873,ML,,GROPE,reviewed,manual,nz1dr,34,31,4,1.84000000000000008,276.00000000000000000,0.17842000000000000,0.28999999999999998
770772,earthquake,1995-11-27T19:35:25.435Z,2010-01-13T19:38:00.000Z,176.46942000000001372,-37.50446000000000168,5.39299999999999979,221.62880000000001246,ML,,GROPE,reviewed,manual,nz1dr,37,32,19,0.27000000000000002,132.00000000000000000,0.15304999999999999,0.29399999999999998
770654,earthquake,1995-11-25T08:16:17.186Z,2010-01-13T19:38:00.000Z,171.83603999999999701,-42.93099000000000132,5.18700000000000028,5.58900000000000041,ML,,GROPE,reviewed,manual,nz1dr,28,19,17,0.19400000000000001,95.00000000000000000,0.16744000000000001,0.22400000000000000
771457,earthquake,1995-11-24T09:21:10.068Z,2010-01-13T19:37:00.000Z,179.50643999999999778,-37.40749000000000279,5.21100000000000030,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,18,16,11,0.97699999999999998,282.00000000000000000,0.15290999999999999,0.25500000000000000
771645,earthquake,1995-11-24T06:18:57.881Z,2010-01-13T19:37:00.000Z,171.81882999999999129,-42.95295999999999736,6.20000000000000018,7.26299999999999990,Mw,,GROPE,reviewed,manual,nz1dr,26,19,0,0.17799999999999999,88.00000000000000000,0.18139000000000000,0.00000000000000000
867835,earthquake,1995-11-15T19:11:10.625Z,2010-01-13T19:37:00.000Z,177.30753000000001407,-37.18728000000000122,5.03599999999999959,133.10230000000001382,ML,,GROPE,reviewed,manual,nz1dr,27,24,22,0.35299999999999998,176.00000000000000000,0.14957999999999999,0.25600000000000001
860629,earthquake,1995-11-01T23:30:46.301Z,2010-01-13T19:36:00.000Z,176.14307999999999765,-38.13821999999999690,5.18799999999999972,170.82759999999998968,ML,,GROPE,reviewed,manual,nz1dr,47,38,4,0.05500000000000000,84.00000000000000000,0.20436000000000001,0.32800000000000001
846867,earthquake,1995-09-26T16:53:35.317Z,2010-01-13T19:34:00.000Z,168.31645000000000323,-44.23239999999999839,5.29999999999999982,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,16,12,15,0.52300000000000002,173.00000000000000000,0.08765000000000001,0.23499999999999999
845864,earthquake,1995-09-19T22:52:24.734Z,2006-12-14T14:03:00.000Z,174.26499999999998636,-39.61305000000000121,5.79999999999999982,205.89179999999998927,Mw,,GROPE,reviewed,manual,nz1dr,57,48,0,0.02700000000000000,90.00000000000000000,0.22242999999999999,0.00000000000000000
841012,earthquake,1995-09-03T17:51:39.236Z,2010-01-13T19:33:00.000Z,176.66642999999999120,-37.87454999999999927,5.22599999999999998,160.16200000000000614,ML,,GROPE,reviewed,manual,nz1dr,35,31,4,0.11200000000000000,84.00000000000000000,0.24374000000000001,0.20999999999999999
910806,earthquake,1995-08-26T11:45:47.196Z,2010-01-13T19:33:00.000Z,178.78756999999998811,-35.21350999999999942,5.38199999999999967,288.60199999999997544,ML,,GROPE,reviewed,manual,nz1dr,20,17,19,2.41299999999999981,307.00000000000000000,0.14038999999999999,0.33100000000000002
838514,earthquake,1995-08-22T00:21:27.702Z,2010-01-13T19:32:00.000Z,173.97148000000001389,-41.36446000000000112,5.48399999999999999,75.56740000000000634,ML,,GROPE,reviewed,manual,nz1dr,35,30,4,0.14000000000000001,61.00000000000000000,0.20104000000000000,0.22600000000000001
835039,earthquake,1995-08-09T07:17:46.972Z,2010-01-13T19:32:00.000Z,178.45856000000000563,-35.76362000000000307,5.06899999999999995,217.12450000000001182,ML,,GROPE,reviewed,manual,nz1dr,14,12,4,2.42099999999999982,298.00000000000000000,0.35507000000000000,0.23799999999999999
836117,earthquake,1995-08-01T22:31:22.590Z,2010-01-13T19:32:00.000Z,175.77097000000000548,-38.58149999999999835,5.12500000000000000,146.86019999999999186,ML,,GROPE,reviewed,manual,nz1dr,28,24,14,0.45700000000000002,113.00000000000000000,0.12755000000000000,0.36599999999999999
833026,earthquake,1995-07-31T23:03:38.644Z,2010-01-13T19:32:00.000Z,177.60497000000000867,-37.01120000000000232,5.09999999999999964,155.14240000000000919,ML,,GROPE,reviewed,manual,nz1dr,21,18,19,1.53400000000000003,249.00000000000000000,0.33762999999999999,0.31000000000000000
823261,earthquake,1995-07-03T02:03:00.878Z,2010-01-13T19:31:00.000Z,177.56609000000000265,-37.02573000000000292,5.07800000000000029,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,16,14,5,0.58499999999999996,232.00000000000000000,0.15578000000000000,0.27700000000000002
814165,earthquake,1995-06-03T20:58:59.187Z,2010-01-13T19:30:00.000Z,-179.37003999999998882,-33.21012000000000342,6.85099999999999998,432.48910000000000764,ML,,GROPE,reviewed,manual,nz1dr,36,33,8,5.14400000000000013,329.00000000000000000,0.20737000000000000,0.52700000000000002
837565,earthquake,1995-05-29T10:06:42.279Z,2006-12-14T13:41:00.000Z,171.60196999999999434,-42.94037999999999755,5.50000000000000000,4.05850000000000044,Mw,,GROPE,reviewed,manual,nz1dr,21,12,0,0.02800000000000000,126.00000000000000000,0.12041000000000000,0.00000000000000000
817109,earthquake,1995-05-27T20:08:52.262Z,2010-01-13T19:29:00.000Z,175.02556999999998766,-38.97534999999999883,5.34199999999999964,229.48349999999999227,ML,,GROPE,reviewed,manual,nz1dr,52,48,5,0.29499999999999998,96.00000000000000000,0.26007000000000002,0.36099999999999999
790783,earthquake,1995-05-02T13:16:53.275Z,2010-01-13T19:28:00.000Z,175.38016999999999257,-39.04140000000000299,5.45600000000000041,155.64439999999999031,ML,,GROPE,reviewed,manual,nz1dr,65,56,4,0.13000000000000000,106.00000000000000000,0.21629999999999999,0.25600000000000001
722686,earthquake,1995-04-20T22:21:03.886Z,2010-01-13T19:27:00.000Z,179.25069999999999482,-37.78647000000000133,5.13799999999999990,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,51,45,19,0.83599999999999997,287.00000000000000000,0.23699000000000001,0.24399999999999999
789298,earthquake,1995-04-14T23:08:02.102Z,2006-12-14T13:40:00.000Z,178.43827999999999179,-37.02655000000000030,5.09999999999999964,62.10490000000000066,Mw,,GROPE,reviewed,manual,nz1dr,39,36,0,1.05499999999999994,272.00000000000000000,0.08397000000000000,0.00000000000000000
760068,earthquake,1995-03-24T22:46:13.424Z,2010-01-13T19:25:00.000Z,177.24286000000000740,-34.20546000000000220,5.16600000000000037,33.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,6,4,3,3.94600000000000017,330.00000000000000000,0.12592000000000000,0.14999999999999999
722185,earthquake,1995-03-22T19:43:31.053Z,2006-12-14T13:39:00.000Z,174.18286000000000513,-41.04923999999999751,5.79999999999999982,87.08429999999999893,Mw,,GROPE,reviewed,manual,nz1dr,62,53,0,0.17799999999999999,42.00000000000000000,0.15672000000000000,0.00000000000000000
752689,earthquake,1995-03-11T00:09:54.338Z,2010-01-13T19:24:00.000Z,167.25580999999999676,-45.24255999999999744,5.22200000000000042,93.78560000000000230,ML,,GROPE,reviewed,manual,nz1dr,16,14,6,0.74099999999999999,240.00000000000000000,0.08788000000000000,0.21700000000000000
722026,earthquake,1995-03-04T10:01:10.209Z,2010-01-13T19:23:00.000Z,179.31472999999999729,-34.54287999999999670,5.16000000000000014,268.40159999999997353,ML,,GROPE,reviewed,manual,nz1dr,38,34,21,3.15799999999999992,304.00000000000000000,0.24170000000000000,0.32200000000000001
722019,earthquake,1995-03-03T20:30:13.943Z,2010-01-13T19:23:00.000Z,176.02164999999999395,-38.34743999999999886,5.12199999999999989,159.39279999999999404,ML,,GROPE,reviewed,manual,nz1dr,57,53,15,0.06300000000000000,79.00000000000000000,0.16941000000000001,0.31000000000000000
757896,earthquake,1995-02-27T09:04:14.019Z,2006-12-14T13:38:00.000Z,179.42008999999998764,-37.52154999999999774,5.20000000000000018,12.00000000000000000,Mw,operator assigned,GROPE,reviewed,manual,nz1dr,36,35,0,0.89200000000000002,286.00000000000000000,0.21143999999999999,0.00000000000000000
744777,earthquake,1995-02-23T07:55:06.241Z,2010-01-13T19:22:00.000Z,179.65551999999999566,-37.45105000000000217,5.07899999999999974,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,31,31,15,1.08699999999999997,289.00000000000000000,0.13522000000000001,0.21299999999999999
745629,earthquake,1995-02-17T01:00:16.840Z,2010-01-13T19:22:00.000Z,179.54701000000000022,-37.70526000000000266,5.52400000000000002,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,43,42,22,0.99399999999999999,287.00000000000000000,0.21292000000000000,0.23899999999999999
735897,earthquake,1995-02-15T23:36:11.137Z,2006-12-14T13:38:00.000Z,179.43401000000000067,-37.67947999999999809,5.20000000000000018,12.00000000000000000,Mw,operator assigned,GROPE,reviewed,manual,nz1dr,36,35,0,0.90300000000000002,291.00000000000000000,0.17993999999999999,0.00000000000000000
743402,earthquake,1995-02-15T14:32:06.890Z,2010-01-13T19:21:00.000Z,179.51374999999998749,-37.43086999999999875,5.08800000000000008,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,40,37,20,0.97899999999999998,294.00000000000000000,0.15065999999999999,0.24199999999999999
721942,earthquake,1995-02-15T01:16:48.701Z,2006-12-14T13:37:00.000Z,179.53490999999999644,-37.48957000000000050,5.29999999999999982,12.00000000000000000,Mw,operator assigned,GROPE,reviewed,manual,nz1dr,43,41,0,0.98699999999999999,293.00000000000000000,0.14902000000000001,0.00000000000000000
721928,earthquake,1995-02-13T12:18:52.371Z,2010-01-13T19:21:00.000Z,177.99997999999999365,-38.63246000000000180,5.16000000000000014,33.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,46,44,20,0.03200000000000000,126.00000000000000000,0.19511999999999999,0.31100000000000000
